CARDHLDR,DEFAULT,AADLINC,BANKSAV,BANKCH,BANKBOTH,AGE,ACADMOS,ACBINQ,CREDMAJR,CREDDEPT,CREDGAS,ACURTRD,ADEPCNT,AEMPMOS,PROF,UNEMP,MGT,MILITARY,CLERICAL,SALES,OTHERJOB,MAJORDRG,MINORDRG,OWNRENT,APADMOS,AMAMIND,INCOME,SELFEMPL,TRADACCT,INCPER,EXP_INC,EXPRATIO,CPTOPNB,CPTOPNG,CPT30C,CPTF30,CPTAVRV,CBURDEN,BUYPOWER,PCTCOLL,MEDAGE,MEDINC,PCTOWN,PCTBLACK,PCTSPAN,GROWTH,PCTEMPL,APPAREL,AUTO,BUILDMTL,DEPTSTOR,DRUGSTOR,EATDRINK,FURN,GAS 
1,0,0,0,0,1,31.8333340,27,0,0,1,0,2,3,50,0,0,0,0,0,0,1,0,0,1,48,0,20500,0,3,5125,.0981024,1.7816045,1,0,0,0,1,12.1999998,.0130000,25.3999996,38.2000008,47009,70.6999969,.9000000,.8000000,26.8999996,107,9.5000000,.3000000,1,.5000000,1,6.3000002,1.8000000,1.5000000 
1,0,10000,0,0,1,37.7500000,28,0,1,0,0,11,3,2,1,0,0,0,0,0,0,0,0,1,120,0,49000,0,12,14750,.0660410,6.3935866,8,5,0,0,17,19.7999992,.0148000,23.2999992,35.7000008,49301,75.8000031,.7000000,.5000000,20.7999992,34.4000015,1,1.4000000,1,0,1,4,2.0999999,2 
1,0,2000,0,0,1,46.2500000,204,1,1,0,0,7,4,5,0,0,0,0,0,0,1,0,0,1,12,1,52000,0,7,10800,.0597720,.9887184,5,5,0,0,5,42.5000000,.0148000,23.2999992,35.7000008,49301,75.8000031,.7000000,.5000000,20.7999992,34.4000015,1,1.4000000,1,0,1,4,2.0999999,2 
1,0,0,0,1,0,27.9166660,12,0,0,1,0,0,0,12,0,0,0,0,0,0,1,0,0,0,84,0,23500,0,0,23500,.2989187,1.2903782,2,0,0,0,1,100,.0148000,23.2999992,35.7000008,49301,75.8000031,.7000000,.5000000,20.7999992,34.4000015,1,1.4000000,1,0,1,4,2.0999999,2 
1,0,0,0,0,1,29.9166660,46,0,1,0,0,7,0,180,0,0,0,0,0,0,1,0,0,0,312,0,29120,1,7,29120,.0956538,1.4221216,4,0,0,0,13,98.5999985,.0148000,23.2999992,35.7000008,49301,75.8000031,.7000000,.5000000,20.7999992,34.4000015,1,1.4000000,1,0,1,4,2.0999999,2 
0,0,9600,1,0,0,36.3333321,17,17,1,0,0,6,2,15,0,0,0,0,0,0,1,0,0,0,60,0,23000,0,3,10866.6669922,.0003681,1,0,0,0,0,4,66.6999969,.0035000,20.7000008,32.7000008,40993,87.5000000,1.4000000,.2000000,17.5000000,10.8999996,0,1.6000000,.8000000,0,.8000000,6.3000002,1.6000000,1.6000000 
1,0,50000,0,0,1,28.6666660,91,0,1,0,0,6,0,84,0,0,1,0,0,0,0,0,0,0,108,0,11000,0,5,61000,.0031943,31.4750004,4,2,0,0,6,34.9000015,.0316000,12.6999998,34.7999992,31797,60.7999992,2.0999999,1,2.5999999,45.7999992,2.2000000,1.9000000,1.8000000,.3000000,1.8000000,5.9000001,2.5000000,2.4000001 
0,0,0,0,0,1,24.4166660,12,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,36,0,25000,0,0,25000,.0004800,1,5,0,0,0,0,0,.0316000,12.6999998,34.7999992,31797,60.7999992,2.0999999,1,2.5999999,45.7999992,2.2000000,1.9000000,1.8000000,.3000000,1.8000000,5.9000001,2.5000000,2.4000001 
1,0,0,0,1,0,34.3333321,36,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,1,1,24,0,36000,0,2,36000,.0212253,126.3516617,4,4,0,0,2,12.5000000,.0316000,12.6999998,34.7999992,31797,60.7999992,2.0999999,1,2.5999999,45.7999992,2.2000000,1.9000000,1.8000000,.3000000,1.8000000,5.9000001,2.5000000,2.4000001 
0,0,0,0,1,0,33.5000000,36,1,0,1,0,9,3,36,0,0,1,0,0,0,0,3,3,1,12,0,52000,0,7,13000,.0002308,1,6,3,0,1,2,17.1000004,.0316000,12.6999998,34.7999992,31797,60.7999992,2.0999999,1,2.5999999,45.7999992,2.2000000,1.9000000,1.8000000,.3000000,1.8000000,5.9000001,2.5000000,2.4000001 
1,0,0,0,0,1,44.9166679,151,1,1,0,0,12,3,216,0,0,0,0,0,0,1,0,0,1,60,1,38000,1,11,9500,.0130089,.4370349,5,2,0,0,0,0,.0316000,12.6999998,34.7999992,31797,60.7999992,2.0999999,1,2.5999999,45.7999992,2.2000000,1.9000000,1.8000000,.3000000,1.8000000,5.9000001,2.5000000,2.4000001 
1,0,0,0,0,1,27.3333340,60,1,1,0,0,3,2,36,0,0,1,0,0,0,0,0,0,0,36,0,26000,0,3,8666.6669922,.1636412,.8466449,3,0,0,0,5,66.3000031,.0316000,12.6999998,34.7999992,31797,60.7999992,2.0999999,1,2.5999999,45.7999992,2.2000000,1.9000000,1.8000000,.3000000,1.8000000,5.9000001,2.5000000,2.4000001 
1,0,0,0,0,1,22.5000000,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,228,0,24000,0,0,24000,.0681287,.8413175,2,0,0,0,2,20.7999992,.0316000,12.6999998,34.7999992,31797,60.7999992,2.0999999,1,2.5999999,45.7999992,2.2000000,1.9000000,1.8000000,.3000000,1.8000000,5.9000001,2.5000000,2.4000001 
1,0,0,0,0,1,21.3333340,3,0,1,0,0,8,3,6,0,0,0,0,0,0,1,1,0,0,18,0,25000,0,7,6250,.1469800,.7581339,7,2,0,0,8,76.5999985,.0316000,12.6999998,34.7999992,31797,60.7999992,2.0999999,1,2.5999999,45.7999992,2.2000000,1.9000000,1.8000000,.3000000,1.8000000,5.9000001,2.5000000,2.4000001 
1,0,0,0,0,1,29.8333340,24,1,1,0,0,2,0,39,0,0,0,0,0,0,1,0,0,0,24,0,20000,0,2,20000,.0146240,.6070330,2,1,0,0,1,9.1000004,.0316000,12.6999998,34.7999992,31797,60.7999992,2.0999999,1,2.5999999,45.7999992,2.2000000,1.9000000,1.8000000,.3000000,1.8000000,5.9000001,2.5000000,2.4000001 
1,0,0,0,0,1,32.5000000,24,2,1,0,0,7,2,25,1,0,0,0,0,0,0,0,0,0,120,0,30000,0,8,10000,.0701210,.5710456,4,0,0,0,5,74,.0118000,4.9000001,33.7999992,17072,31.5000000,6.8000002,11.8999996,-6.3000002,40.7000008,1.9000000,1.7000000,1.1000000,0,1.1000000,6.3000002,1.5000000,1.2000000 
1,0,0,0,0,1,31.8333340,24,2,1,0,0,7,0,74,0,0,0,0,0,0,1,0,1,1,60,0,35000,0,6,35000,.2201174,.4456952,5,2,0,0,8,66.8000031,.0035000,17.3999996,40.4000015,39047,58.2000008,.8000000,4,-7.9000001,69.0999985,.5000000,.5000000,0,0,0,2.4000001,0,1.5000000 
1,1,13000,0,0,1,36.5833321,84,0,1,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,24,0,17000,0,4,10000,.0004000,1,3,0,0,0,4,88,.0126000,7.6999998,35.2999992,23844,48.9000015,9.8999996,8,-5.8000002,19.1000004,0,.8000000,2,.3000000,2,11.3000002,1.1000000,3.9000001 
1,0,0,0,0,1,33.2500000,47,4,1,0,0,8,0,35,1,0,0,0,0,0,0,0,0,0,24,0,37000,0,8,37000,.0111151,.9307982,4,0,0,0,4,73.8000031,.0126000,7.6999998,35.2999992,23844,48.9000015,9.8999996,8,-5.8000002,19.1000004,0,.8000000,2,.3000000,2,11.3000002,1.1000000,3.9000001 
1,0,0,0,0,1,23,3,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,36,0,27500,0,0,27500,.1276415,.4263063,1,0,0,0,5,89.1999969,.0126000,7.6999998,35.2999992,23844,48.9000015,9.8999996,8,-5.8000002,19.1000004,0,.8000000,2,.3000000,2,11.3000002,1.1000000,3.9000001 
0,0,0,0,1,0,20.4166660,6,3,1,0,0,1,0,12,0,0,0,0,0,0,1,0,0,0,120,0,20800,0,1,20800,.0005769,1,2,0,0,0,7,66,.0126000,7.6999998,35.2999992,23844,48.9000015,9.8999996,8,-5.8000002,19.1000004,0,.8000000,2,.3000000,2,11.3000002,1.1000000,3.9000001 
1,0,0,1,0,0,29.5000000,50,1,1,0,0,3,0,36,1,0,0,0,0,0,0,0,0,0,12,0,28000,0,3,28000,.1067854,.5862016,3,0,0,0,1,67.4000015,.0126000,7.6999998,35.2999992,23844,48.9000015,9.8999996,8,-5.8000002,19.1000004,0,.8000000,2,.3000000,2,11.3000002,1.1000000,3.9000001 
1,0,0,0,0,1,28.0833340,63,0,0,1,0,10,1,101,0,0,0,0,0,0,1,0,1,1,240,0,22500,0,9,11250,.1454542,.1242597,4,1,0,0,0,0,.0126000,7.6999998,35.2999992,23844,48.9000015,9.8999996,8,-5.8000002,19.1000004,0,.8000000,2,.3000000,2,11.3000002,1.1000000,3.9000001 
1,0,0,0,0,1,31.0833340,60,0,1,0,0,8,1,4,0,0,1,0,0,0,0,0,0,1,48,0,39000,0,13,19500,.0873682,.9404100,9,6,0,0,7,51,.0084000,6.1999998,34.7999992,27504,70.6999969,2.3000000,1.5000000,4.1999998,44,1.2000000,1.4000000,1.2000000,.2000000,1.2000000,7.5000000,1.2000000,1.8000000 
1,0,4000,0,0,1,43.8333321,179,0,1,0,0,6,3,0,0,0,0,0,0,1,0,0,0,1,12,0,35000,0,6,9750,.0155897,.1094891,4,3,0,0,7,64.5000000,.0174000,11.1000004,32.4000015,33689,57.7000008,.9000000,.4000000,10.5000000,29.1000004,4,2.0999999,1.5000000,.3000000,1.5000000,6.6999998,2.7000000,2 
1,0,0,0,0,1,50.3333321,17,0,1,0,0,8,0,180,0,0,0,0,0,0,1,0,0,0,264,0,34000,0,11,34000,.0600700,.6457534,7,4,0,0,152,95.5000000,.0085000,16.2000008,35.5000000,31530,52.9000015,3.5000000,1.4000000,23.5000000,41.9000015,2.0999999,.8000000,.8000000,.2000000,.8000000,7,2.0999999,2.5000000 
1,1,0,0,0,1,36.7500000,6,4,0,1,0,2,3,30,0,0,0,0,0,0,1,0,0,0,18,0,78000,0,2,19500,.1192874,.1979426,1,0,0,0,10,113.5000000,.0085000,16.2000008,35.5000000,31530,52.9000015,3.5000000,1.4000000,23.5000000,41.9000015,2.0999999,.8000000,.8000000,.2000000,.8000000,7,2.0999999,2.5000000 
1,0,12000,0,0,1,46.9166679,42,5,1,0,0,4,0,27,0,0,0,0,0,0,1,0,0,0,60,0,22000,0,4,34000,.0310188,.4024468,2,0,0,0,1,102.3000031,.0085000,16.2000008,35.5000000,31530,52.9000015,3.5000000,1.4000000,23.5000000,41.9000015,2.0999999,.8000000,.8000000,.2000000,.8000000,7,2.0999999,2.5000000 
0,0,20400,0,1,0,36.8333321,4,1,1,0,0,4,3,15,1,0,0,0,0,0,0,0,0,1,12,0,83200,0,4,25900,.0001158,1,4,0,0,0,3,37.5999985,.0085000,16.2000008,35.5000000,31530,52.9000015,3.5000000,1.4000000,23.5000000,41.9000015,2.0999999,.8000000,.8000000,.2000000,.8000000,7,2.0999999,2.5000000 
1,0,0,0,1,0,28.7500000,39,0,1,0,0,16,1,14,1,0,0,0,0,0,0,0,0,1,12,0,26400,0,17,13200,.2925981,1.2639480,10,3,0,0,10,36.4000015,.0100000,27.5000000,34.0999985,49745,83.5999985,2.4000001,1.4000000,2.5999999,42.5999985,3.3000000,.7000000,1.3000000,.4000000,1.3000000,6.3000002,1.5000000,1.5000000 
1,0,0,0,0,1,32.9166679,10,0,1,0,0,0,0,76,0,0,0,0,0,0,1,0,0,1,12,0,38500,0,0,38500,.0377436,2.8240263,2,1,0,0,1,22.7999992,.0100000,27.5000000,34.0999985,49745,83.5999985,2.4000001,1.4000000,2.5999999,42.5999985,3.3000000,.7000000,1.3000000,.4000000,1.3000000,6.3000002,1.5000000,1.5000000 
1,0,25000,0,1,0,37.0833321,84,3,1,0,0,14,1,60,0,0,0,0,0,1,0,1,2,1,72,0,30000,0,12,27500,.0362182,.0423862,7,4,2,0,3,32.5999985,.0100000,27.5000000,34.0999985,49745,83.5999985,2.4000001,1.4000000,2.5999999,42.5999985,3.3000000,.7000000,1.3000000,.4000000,1.3000000,6.3000002,1.5000000,1.5000000 
0,0,0,0,0,1,28.5000000,90,4,1,0,0,5,0,90,0,0,0,0,1,0,0,1,0,1,240,0,21000,0,4,21000,.0005714,1,4,0,0,0,2,10.3999996,.0093000,15.8999996,33.2999992,39463,85.6999969,4.0999999,.8000000,21.7999992,50.4000015,1.3000000,1,.7000000,0,.7000000,3.8000000,1.2000000,1.3000000 
1,0,0,0,0,1,21.8333340,5,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,60,0,20800,0,0,20800,.1174231,1.5441667,0,0,0,0,1,12.8999996,.0093000,15.8999996,33.2999992,39463,85.6999969,4.0999999,.8000000,21.7999992,50.4000015,1.3000000,1,.7000000,0,.7000000,3.8000000,1.2000000,1.3000000 
0,0,0,0,0,1,41.2500000,38,2,1,0,0,7,1,154,0,0,0,0,0,0,1,0,2,0,120,0,23700,0,4,11850,.0005063,1,7,5,0,1,11,61.2000008,.0045000,14,37.9000015,45083,77,1.5000000,.6000000,33.5000000,29.5000000,0,.6000000,1.1000000,0,1.1000000,2.8000000,.6000000,1.1000000 
1,1,7000,0,0,1,26.8333340,12,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,36,0,35000,0,0,42000,.0139926,.0532079,3,0,0,0,17,66.8000031,.0045000,14,37.9000015,45083,77,1.5000000,.6000000,33.5000000,29.5000000,0,.6000000,1.1000000,0,1.1000000,2.8000000,.6000000,1.1000000 
1,0,0,0,0,1,28.4166660,38,0,1,0,0,29,0,84,0,0,0,0,0,1,0,0,0,0,168,0,26000,0,29,26000,.0717427,1.3492569,16,11,0,0,1,23.2000008,.0045000,14,37.9000015,45083,77,1.5000000,.6000000,33.5000000,29.5000000,0,.6000000,1.1000000,0,1.1000000,2.8000000,.6000000,1.1000000 
1,0,0,0,0,1,57.6666679,24,1,1,0,0,13,0,240,0,0,1,0,0,0,0,0,2,1,324,0,25000,0,16,25000,.0507400,.1573905,9,2,0,1,4,40.4000015,.0005000,16.1000004,30.7999992,30000,52.7000008,.4000000,0,32.2999992,6.5999999,0,0,0,0,0,0,0,0 
1,0,0,0,0,1,47.7500000,12,3,1,0,0,8,0,144,0,0,0,0,0,0,1,0,0,0,72,0,21000,0,13,21000,.0601905,.3739130,6,4,0,0,6,39.9000015,.0005000,16.1000004,30.7999992,30000,52.7000008,.4000000,0,32.2999992,6.5999999,0,0,0,0,0,0,0,0 
0,0,0,0,1,0,48.3333321,58,0,1,0,0,8,1,12,0,0,0,0,0,0,1,1,1,1,42,0,35000,1,8,17500,.0003429,1,6,1,0,1,7,49.7000008,.0249000,7.0999999,32.5999985,30220,77.6999969,2.4000001,.9000000,15,28.6000004,5.4000001,1.8000000,1.9000000,.7000000,1.9000000,7.5000000,3,2.0999999 
1,0,5000,0,0,1,32.9166679,32,2,1,0,0,10,3,54,0,0,0,0,0,0,1,0,0,1,60,0,30000,0,10,8750,.0147900,4.2821426,5,4,0,0,3,26.5000000,.0249000,7.0999999,32.5999985,30220,77.6999969,2.4000001,.9000000,15,28.6000004,5.4000001,1.8000000,1.9000000,.7000000,1.9000000,7.5000000,3,2.0999999 
1,0,0,0,0,1,32.6666679,5,0,1,0,0,0,2,24,0,0,0,0,0,0,1,0,0,1,60,0,31500,0,0,10500,.0590060,1.4107523,3,2,0,0,1,9.5000000,.0249000,7.0999999,32.5999985,30220,77.6999969,2.4000001,.9000000,15,28.6000004,5.4000001,1.8000000,1.9000000,.7000000,1.9000000,7.5000000,3,2.0999999 
1,0,0,0,1,0,18,7,0,1,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,18,0,18000,0,0,18000,.1952283,2.1630154,1,0,0,0,3,100,.0249000,7.0999999,32.5999985,30220,77.6999969,2.4000001,.9000000,15,28.6000004,5.4000001,1.8000000,1.9000000,.7000000,1.9000000,7.5000000,3,2.0999999 
1,0,3000,0,0,1,30.1666660,12,0,1,0,0,0,1,36,0,0,0,0,0,0,1,0,0,1,24,0,35500,0,0,19250,.1033855,.6937618,5,1,0,0,12,69.5000000,.0249000,7.0999999,32.5999985,30220,77.6999969,2.4000001,.9000000,15,28.6000004,5.4000001,1.8000000,1.9000000,.7000000,1.9000000,7.5000000,3,2.0999999 
0,0,0,0,0,1,22.5833340,72,4,0,1,0,3,0,36,0,0,0,0,0,0,1,0,0,0,192,0,15000,0,3,15000,.0008000,1,2,0,0,0,1,103.5999985,.0041000,14.3999996,31.2000008,40584,90.9000015,.8000000,.4000000,12.3999996,14,0,.5000000,3.4000001,0,3.4000001,3,0,3.9000001 
1,0,0,0,0,1,28.2500000,20,0,1,0,0,14,0,1,0,0,0,0,0,1,0,0,2,1,17,0,30500,0,11,30500,.2643285,1.2413177,5,1,0,0,1,1.2000000,.0041000,14.3999996,31.2000008,40584,90.9000015,.8000000,.4000000,12.3999996,14,0,.5000000,3.4000001,0,3.4000001,3,0,3.9000001 
1,0,9000,0,0,1,36.8333321,84,1,1,0,0,6,5,0,0,0,0,0,0,1,0,0,0,1,36,0,37000,0,7,7666.6665039,.0704337,.0724760,3,2,0,0,4,27.7999992,.0003000,18.3999996,31.7000008,36837,76.1999969,0,2,22.8999996,6.6999998,0,0,0,0,0,0,0,0 
1,0,0,0,0,1,24.2500000,42,1,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,1,6,0,15000,0,2,15000,.0944747,1.1246177,1,0,0,0,0,0,.0133000,14,35.4000015,36545,75.1999969,12.5000000,1.7000000,10.1000004,70.4000015,1.8000000,1,.5000000,.2000000,.5000000,5,1.8000000,3.2000000 
1,0,20000,0,0,1,45.6666679,12,0,1,0,0,21,3,0,0,0,0,0,0,1,0,0,0,1,132,1,68500,0,22,22125,.0950738,.1356499,13,3,0,0,1,3.7000000,.0133000,14,35.4000015,36545,75.1999969,12.5000000,1.7000000,10.1000004,70.4000015,1.8000000,1,.5000000,.2000000,.5000000,5,1.8000000,3.2000000 
1,0,0,0,0,1,24.2500000,12,1,1,0,0,9,1,12,0,0,0,0,0,0,1,0,0,0,240,0,21400,0,10,10700,.0229439,1.4306930,5,2,0,0,3,31.1000004,.0133000,14,35.4000015,36545,75.1999969,12.5000000,1.7000000,10.1000004,70.4000015,1.8000000,1,.5000000,.2000000,.5000000,5,1.8000000,3.2000000 
1,0,6000,0,0,1,32.6666679,26,2,1,0,0,4,0,61,0,0,0,0,0,0,1,0,0,1,240,0,36000,0,4,42000,.0354224,2.6464214,2,2,0,0,0,0,.0066000,6.1999998,36.0999985,32643,76.9000015,1,1,16.6000004,86.5000000,0,2,.9000000,0,.9000000,8.8999996,.9000000,1.2000000 
1,0,2000,0,0,1,25,30,0,1,0,0,2,0,34,0,0,1,0,0,0,0,0,0,1,264,0,34000,0,3,36000,.1164539,.6557425,1,0,0,0,0,0,.0066000,6.1999998,36.0999985,32643,76.9000015,1,1,16.6000004,86.5000000,0,2,.9000000,0,.9000000,8.8999996,.9000000,1.2000000 
1,0,0,0,0,1,23.5000000,31,1,0,0,1,5,0,31,0,0,0,0,0,0,1,0,1,0,180,0,26000,0,4,26000,.1103765,1.3032022,1,1,0,0,3,38.7999992,.0058000,7.8000002,34.5999985,27719,65.9000015,.3000000,.2000000,5.9000001,30.2999992,2.5000000,2.5000000,2.0999999,.3000000,2.0999999,6.0999999,2.0999999,2.0999999 
0,0,0,0,0,1,22.7500000,24,0,1,0,0,4,0,12,0,0,0,0,0,0,1,2,1,0,240,0,22000,0,1,22000,.0005455,1,3,2,0,0,2,43.5000000,.0058000,7.8000002,34.5999985,27719,65.9000015,.3000000,.2000000,5.9000001,30.2999992,2.5000000,2.5000000,2.0999999,.3000000,2.0999999,6.0999999,2.0999999,2.0999999 
1,0,0,0,0,1,21.6666660,111,1,1,0,0,1,0,18,0,0,0,0,0,0,1,0,0,0,144,0,23000,0,1,23000,.1389113,1.5256600,1,0,0,0,5,83.4000015,.0058000,7.8000002,34.5999985,27719,65.9000015,.3000000,.2000000,5.9000001,30.2999992,2.5000000,2.5000000,2.0999999,.3000000,2.0999999,6.0999999,2.0999999,2.0999999 
0,0,0,0,0,1,30.1666660,38,2,0,1,0,5,0,36,0,0,0,0,0,0,1,1,0,0,30,0,20000,0,3,20000,.0006000,1,3,2,0,0,4,70,.0072000,18.3999996,32.7999992,16183,12.5000000,33.5999985,10.5000000,-4.3000002,79.0999985,.6000000,.3000000,.5000000,0,.5000000,5.3000002,.5000000,.9000000 
1,0,0,1,0,0,22.2500000,10,4,1,0,0,4,0,15,1,0,0,0,0,0,0,0,0,0,12,0,18547,0,3,18547,.1591185,.3874801,1,0,0,0,3,72.1999969,.0072000,18.3999996,32.7999992,16183,12.5000000,33.5999985,10.5000000,-4.3000002,79.0999985,.6000000,.3000000,.5000000,0,.5000000,5.3000002,.5000000,.9000000 
0,0,0,1,0,0,24.1666660,93,4,0,1,0,1,0,66,0,0,0,0,0,1,0,0,0,0,36,0,19800,0,1,19800,.0006061,1,0,0,0,0,2,100.5000000,.0134000,5.5999999,30.6000004,14379,22.2000008,13.3999996,30.5000000,-7,48.7000008,.9000000,.9000000,.3000000,.1000000,.3000000,7.6999998,1.1000000,1.4000000 
1,0,0,0,0,1,30,13,0,1,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,24,1,25000,0,0,25000,.0974004,2.2251787,3,2,0,0,5,33.4000015,.0134000,5.5999999,30.6000004,14379,22.2000008,13.3999996,30.5000000,-7,48.7000008,.9000000,.9000000,.3000000,.1000000,.3000000,7.6999998,1.1000000,1.4000000 
1,0,0,0,1,0,33.0833321,12,0,1,0,0,5,3,109,0,0,0,0,0,1,0,0,0,0,27,0,40000,0,5,10000,.0312385,2.3589785,12,1,0,0,5,46.7000008,.0119000,30.8999996,43.7999992,54685,85.1999969,.6000000,.8000000,-6.8000002,37.9000015,4.5000000,.4000000,.8000000,0,.8000000,4,1.7000000,.6000000 
1,0,0,0,0,1,23.6666660,3,0,1,0,0,4,0,3,0,0,0,0,0,0,1,1,0,0,30,0,19500,0,3,19500,.0309815,1.0904498,2,0,0,0,3,36.2000008,.0119000,30.8999996,43.7999992,54685,85.1999969,.6000000,.8000000,-6.8000002,37.9000015,4.5000000,.4000000,.8000000,0,.8000000,4,1.7000000,.6000000 
0,0,9125,0,0,1,25,48,3,1,0,0,28,1,18,0,0,0,0,0,0,1,2,1,0,18,0,20000,0,27,14562.5000000,.0004120,1,17,8,0,2,2,44.5000000,.0140000,6.8000002,33.5999985,24058,43.5999985,4.6999998,1.8000000,-2,86.9000015,.7000000,1.5000000,1.3000000,.1000000,1.3000000,5.3000002,1.9000000,1.5000000 
1,0,0,0,1,0,35,6,1,1,0,0,9,0,160,0,0,0,0,0,0,1,0,0,1,18,0,34400,0,10,34400,.0818695,1.6493980,8,4,0,0,1,3.5000000,.0140000,6.8000002,33.5999985,24058,43.5999985,4.6999998,1.8000000,-2,86.9000015,.7000000,1.5000000,1.3000000,.1000000,1.3000000,5.3000002,1.9000000,1.5000000 
1,0,17000,0,1,0,23.9166660,15,0,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,12,0,33000,0,0,50000,.0403616,.2772658,4,0,0,0,1,3.8000000,.0140000,6.8000002,33.5999985,24058,43.5999985,4.6999998,1.8000000,-2,86.9000015,.7000000,1.5000000,1.3000000,.1000000,1.3000000,5.3000002,1.9000000,1.5000000 
1,0,0,0,1,0,23.0833340,10,2,1,0,0,9,0,18,1,0,0,0,0,0,0,0,0,0,168,0,26200,0,10,26200,.1190702,.3366067,2,0,0,0,1,30.7999992,.0140000,6.8000002,33.5999985,24058,43.5999985,4.6999998,1.8000000,-2,86.9000015,.7000000,1.5000000,1.3000000,.1000000,1.3000000,5.3000002,1.9000000,1.5000000 
1,0,0,0,1,0,25.6666660,15,0,1,0,0,6,0,15,0,0,0,0,0,0,1,0,0,0,252,0,21000,0,6,21000,.1869200,1.1160755,3,2,0,0,1,10.1000004,.0140000,6.8000002,33.5999985,24058,43.5999985,4.6999998,1.8000000,-2,86.9000015,.7000000,1.5000000,1.3000000,.1000000,1.3000000,5.3000002,1.9000000,1.5000000 
0,0,3000,1,0,0,30.6666660,28,15,1,0,0,6,1,8,1,0,0,0,0,0,0,0,0,1,48,0,27000,0,6,15000,.0004000,1,3,0,0,0,1,37.0999985,.0172000,13.1000004,36.7999992,33760,79.4000015,.9000000,1.4000000,16.1000004,50,1.8000000,.7000000,.9000000,.1000000,.9000000,5.5000000,2.7000000,2.0999999 
1,0,5007,0,0,1,41.6666679,4,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,132,0,29000,0,0,17003.5000000,.0396395,1.6380039,2,2,0,0,4,59.2999992,.0172000,13.1000004,36.7999992,33760,79.4000015,.9000000,1.4000000,16.1000004,50,1.8000000,.7000000,.9000000,.1000000,.9000000,5.5000000,2.7000000,2.0999999 
1,0,4000,0,0,1,42.8333321,12,1,1,0,0,10,2,141,0,0,0,0,0,1,0,0,0,1,96,0,40000,0,11,14666.6669922,.1546786,.9445314,9,4,0,0,6,67.0999985,.0172000,13.1000004,36.7999992,33760,79.4000015,.9000000,1.4000000,16.1000004,50,1.8000000,.7000000,.9000000,.1000000,.9000000,5.5000000,2.7000000,2.0999999 
1,0,0,0,0,1,34.8333321,25,0,1,0,0,8,2,125,0,0,1,0,0,0,0,1,1,1,24,0,32000,0,6,10666.6669922,.0656762,1.4871479,2,2,0,0,1,16.2000008,.0172000,13.1000004,36.7999992,33760,79.4000015,.9000000,1.4000000,16.1000004,50,1.8000000,.7000000,.9000000,.1000000,.9000000,5.5000000,2.7000000,2.0999999 
0,0,0,0,1,0,21,60,0,1,0,0,0,0,48,0,0,0,0,1,0,0,0,0,0,36,0,20880,0,0,20880,.0005747,1,1,0,0,0,2,69.0999985,.0073000,2.8000000,28.2999992,17844,34.7999992,88.8000031,7,-12.1000004,21.6000004,0,1,.5000000,0,.5000000,10.3999996,1,4.1999998 
0,0,6000,0,0,1,37.5000000,40,2,1,0,0,14,0,106,0,0,0,0,1,0,0,4,2,0,132,0,20000,0,8,26000,.0004615,1,11,8,0,0,5,52.2000008,.0073000,2.8000000,28.2999992,17844,34.7999992,88.8000031,7,-12.1000004,21.6000004,0,1,.5000000,0,.5000000,10.3999996,1,4.1999998 
1,1,0,0,0,1,25.5000000,105,2,1,0,0,2,0,16,0,0,0,0,0,1,0,0,0,0,12,0,18000,0,2,18000,.2171072,1.6192560,2,0,0,0,9,76.3000031,.0073000,2.8000000,28.2999992,17844,34.7999992,88.8000031,7,-12.1000004,21.6000004,0,1,.5000000,0,.5000000,10.3999996,1,4.1999998 
1,0,10000,0,1,0,50.2500000,216,1,0,1,0,6,0,144,0,0,0,0,0,0,1,0,0,1,120,0,30000,0,6,40000,.0586287,.6561794,8,6,0,0,6,41.0999985,.0104000,27.6000004,40.5999985,66103,91.1999969,2.0999999,.3000000,-3.3000000,47.7999992,3.7000000,0,.9000000,.3000000,.9000000,5.1999998,2.8000000,1.5000000 
1,0,0,0,0,1,58.8333321,60,0,1,0,0,17,3,96,0,0,0,0,0,0,1,1,3,1,72,0,25500,1,9,6375,.0962216,15.2493372,2,2,0,0,1,5.0999999,.0125000,6.8000002,35.9000015,29292,68.5000000,4.1999998,2.5000000,-5.0999999,33.4000015,2,1.7000000,1.7000000,.6000000,1.7000000,10.6999998,2,4.1999998 
