CARDHLDR,DEFAULT,BANKSAV,BANKCH,ACBINQ,ADEPCNT,PROF,MILITARY,CLERICAL,MAJORDRG,MINORDRG,OWNRENT,INCOME,SELFEMPL,TRADACCT,EXP_INC,EXPRATIO,CPTOPNB,CPTOPNG,CPT30C,CPTF30,CPTAVRV,CBURDEN
0,0,0,0,5,2,0,0,0,7,0,1,48000,0,6,0.0002105,1,6,5,0,0,2,10.8999996
1,1,1,0,0,1,0,0,0,0,0,0,34000,0,13,0.0033235,0.0560748,15,9,0,0,4,34.7999992
1,0,0,0,1,1,0,0,0,0,0,1,49078,0,9,0.0625106,4.0040956,1,1,0,0,50,98.6999969
1,0,0,0,1,0,0,0,0,2,0,0,39000,0,12,0.2393256,0.8004823,10,6,0,0,1,10.1000004
1,0,0,0,0,0,0,0,0,0,0,0,33600,0,0,0.035981,1.3566473,12,6,0,0,1,10.8000002
1,0,0,0,0,0,0,0,0,1,0,1,16800,0,20,0.1329327,1.2881866,20,11,0,0,6,60.0999985
1,0,0,0,3,1,0,0,1,1,1,1,26160,0,13,0.0806755,0.4999787,11,4,0,0,4,47
1,0,0,0,2,0,0,0,0,0,0,1,56000,0,10,0.0831986,0.9308413,11,5,0,0,5,71.1999969
1,0,0,1,0,2,0,0,0,1,0,1,50000,0,16,0.04226,1.9727725,11,5,0,0,4,15.6000004
1,0,0,0,0,0,0,0,0,0,0,0,22000,0,5,0.1915941,0.9487148,5,1,0,0,4,42.5999985
1,0,0,1,0,0,0,0,0,0,1,0,32000,0,6,0.0696859,1.169212,8,5,0,0,4,49.4000015
1,0,0,0,0,0,0,0,0,0,0,0,28000,0,0,0.0595557,0.1979598,2,1,0,0,4,26.7000008
1,1,0,1,0,2,0,0,0,0,0,1,22800,0,7,0.0262281,0.0101351,11,4,1,6,4,31.1000004
0,0,1,0,0,0,0,0,0,0,0,1,35000,0,0,0.00015,1,5,0,0,0,3,35.7000008
0,0,0,1,0,0,0,0,0,0,0,0,38000,0,0,0.0003158,1,1,1,0,0,9,78.1999969
1,0,0,1,3,0,0,0,0,0,0,0,25000,0,4,0.0744772,0.7304183,3,1,0,0,6,83.1999969
1,0,0,0,1,0,0,0,0,0,0,0,12000,0,3,0.3131683,0.2474662,1,0,0,0,4,95.5
1,0,0,1,1,2,0,0,0,0,0,0,31200,0,6,0.0424564,1.0893376,5,2,0,0,5,72.6999969
1,0,0,0,0,0,0,0,0,0,0,1,45000,0,23,0.0164102,4.4421425,22,9,0,0,1,0
1,1,0,0,5,1,0,0,0,0,2,0,25000,0,10,0.1473864,0.1175796,2,0,0,0,5,93.0999985
1,0,0,1,0,0,0,0,0,0,0,0,22000,0,0,0.0684918,3.79879,13,6,0,1,4,42.2000008
1,0,0,0,1,3,0,0,0,0,0,0,35000,0,9,0.08864,2.62007,7,0,0,0,5,69.3000031
0,0,0,1,0,3,0,0,0,1,0,0,80000,1,1,0.00015,1,5,2,0,0,19,88.8000031
1,0,0,0,0,2,0,0,0,0,0,1,46000,0,9,0.0010435,0.1428571,10,4,0,0,7,25.8999996
0,0,0,0,0,1,0,0,0,4,1,0,40000,0,22,0.0003,1,19,14,0,0,5,27.1000004
1,0,0,0,2,0,0,0,0,2,0,0,30000,0,7,0.012197,6.6231251,9,3,0,0,2,35.7999992
1,0,0,0,1,0,0,0,1,1,1,0,38000,0,13,0.0314795,1.6232895,10,4,0,1,4,27.7000008
1,0,0,0,0,0,0,0,0,0,0,0,37440,0,16,0.0138015,2.339448,16,8,0,0,4,52
1,0,0,0,0,1,0,0,0,0,0,1,31625,0,8,0.051495,1.7317922,8,5,0,0,1,4.9000001
1,0,0,0,1,0,0,0,0,0,0,0,21000,0,0,0.0765348,1.6787168,9,5,0,0,6,66.4000015
1,0,0,0,0,0,0,0,1,0,0,0,23000,0,2,0.0285548,2.438534,1,0,0,0,1,0.7
1,0,0,1,6,0,0,0,0,1,0,1,48000,0,9,0.1655744,1.0222824,4,2,0,0,2,22.8999996
1,0,0,0,1,0,0,0,1,0,0,0,25200,0,9,0.0168623,1.1036139,10,7,0,0,4,54
1,0,0,0,0,4,0,0,0,0,0,1,57000,0,24,0.1905346,0.9201679,22,9,0,0,16,60.5
0,0,0,1,10,0,0,0,1,0,0,0,16500,0,6,0.0007273,1,4,0,0,0,3,98.0999985
1,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0.123266,0.7525972,1,0,0,0,2,63.2000008
1,0,0,0,0,0,0,0,0,0,0,0,27100,0,0,0.2696258,8.8078661,3,2,0,0,11,81.8000031
1,1,0,1,0,0,0,0,0,1,0,0,16000,0,8,0.1272056,0.1697069,11,3,0,0,5,52.7000008
1,0,0,1,1,0,0,0,0,0,0,0,30000,0,15,0.0960857,1.2987001,14,4,0,0,5,43.7999992
1,0,0,0,0,4,0,0,0,0,0,1,82000,1,8,0.0779066,1.6733876,8,5,0,0,1,2.0999999
1,0,0,1,0,0,0,0,1,0,0,0,18000,0,5,0.0790605,0.6045479,4,1,0,0,3,38.9000015
1,0,0,0,1,0,0,0,0,0,0,1,36700,0,4,0.0017984,10,5,3,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1,50000,0,10,0.025982,2.5936885,9,2,0,0,4,18.3999996
1,0,0,1,1,0,0,0,0,0,0,0,28800,0,20,0.0750694,0.5268362,16,7,0,0,4,37.4000015
1,0,0,0,0,0,0,0,1,0,0,0,20000,0,14,0.063905,5.6567707,13,3,0,0,4,32.5
1,0,0,0,0,1,0,0,0,0,0,1,36000,0,29,0.0018785,41.5783348,29,9,0,1,8,24.7000008
0,0,0,1,8,0,0,0,0,0,0,0,16400,0,1,0.0007317,1,1,0,0,0,2,105.5999985
1,0,0,0,0,0,0,0,0,2,0,0,30000,0,3,0.066059,3.1201041,5,2,0,0,0,0
1,0,0,0,0,2,0,0,0,0,0,0,27000,0,2,0.0678203,0.2676694,2,2,0,0,3,33.0999985
1,0,0,0,3,0,0,0,0,0,1,0,48000,0,11,0.0882723,0.5390738,8,3,0,0,1,9
1,0,0,1,1,0,0,0,0,0,1,0,30000,0,6,0.1443167,0.0634979,6,4,0,0,7,70.3000031
1,0,0,0,5,0,0,0,0,0,0,0,15000,0,7,0.0008,1,6,0,0,0,1,28.2999992
1,1,0,1,0,0,0,0,0,0,0,0,18000,0,0,0.2581856,0.3517568,0,0,0,0,15,86.5999985
0,0,0,0,0,1,0,0,0,0,0,1,75000,1,0,0.00016,1,6,0,0,0,0,0
1,0,0,1,2,0,0,0,0,0,0,0,26000,0,7,0.1380362,0.6708287,3,0,0,0,5,58
1,0,0,1,1,0,0,0,0,0,0,0,15000,0,11,0.242445,2.7099464,26,5,0,0,10,62.7000008
1,1,0,1,3,4,0,0,0,1,2,1,48000,0,19,0.0772081,0.0478756,16,6,0,3,9,35.5
1,0,0,0,0,0,0,0,0,0,0,0,21600,0,0,0.060133,0.8970536,0,0,0,0,0,0
1,0,0,0,2,0,0,0,0,0,0,0,24960,0,7,0.040496,1.1551813,7,4,0,0,3,70
1,1,0,0,0,0,0,0,0,0,0,0,60000,0,0,0.1618703,2.2525854,3,0,0,0,9,77.9000015
0,0,0,1,6,0,0,0,0,5,1,0,33000,0,15,0.0003158,1,13,7,0,1,3,48
0,0,0,0,3,0,0,0,0,4,1,0,30000,0,4,0.0004,1,6,2,0,2,2,64.4000015
1,0,0,0,0,0,0,0,0,0,0,0,25000,0,12,0.5438496,1.3158303,7,2,0,0,7,63
1,0,0,1,0,0,0,0,0,0,1,0,32000,0,3,0.1321916,0.7706698,4,1,0,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0,19500,0,3,0.6473092,1.3017014,2,0,0,0,8,38
1,0,0,0,1,0,0,0,0,0,0,0,23129,0,8,0.236513,1.694734,7,2,0,0,7,93.5999985
1,0,0,0,0,1,0,0,0,0,0,0,85000,0,10,0.0258216,1.3855211,7,5,0,0,2,22.3999996
0,0,0,0,0,0,0,0,0,0,0,1,60000,0,9,0.0001846,1,12,2,0,0,1,1.3
1,0,0,1,1,1,1,0,0,0,0,0,24000,0,3,0.1502422,0.528089,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0,2,0,1,36000,1,3,0.0093403,0.0507813,3,2,0,0,0,0
1,0,0,0,0,3,0,0,0,0,0,1,45000,0,3,0.032762,2.3130109,4,3,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,16800,0,1,1.0795572,2.2111473,1,1,0,0,2,86.8000031
1,0,0,0,0,0,0,0,0,0,1,1,35000,0,10,0.067888,0.6947789,6,2,0,0,1,1.1
1,0,0,1,0,0,0,0,0,0,0,0,19604,0,13,0.0678964,0.8233425,10,7,0,0,1,8.5
1,0,0,0,0,1,0,0,0,0,2,1,38000,0,18,0.0431701,1.4870411,18,12,0,0,10,79.5
1,0,0,0,0,0,0,0,0,1,0,0,24000,0,6,0.20508,3.4908028,4,1,0,0,7,49.4000015
1,0,0,1,1,4,0,0,0,1,0,1,65000,1,15,0.0495627,1.2665854,10,2,0,0,2,25.8999996
1,0,0,0,3,0,0,0,0,1,0,1,31000,0,14,0.0603219,0.239218,12,7,0,0,3,32.2999992
1,0,0,1,0,5,0,0,0,0,0,0,36000,0,10,0.0591393,0.5652039,10,3,0,0,4,53.5999985
0,0,0,1,2,0,0,0,0,0,0,0,35000,0,2,0.0003429,1,3,1,0,0,1,4.1999998
1,0,0,0,1,0,0,0,0,0,0,0,20000,0,5,0.1922255,1.787897,4,0,0,0,3,26.7999992
1,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0.175854,0.7565325,5,1,0,0,5,77
0,0,1,0,1,0,0,0,0,1,2,0,37656,0,2,0.0002749,1,9,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,2,1,25500,0,12,0.0004706,1,10,1,2,9,4,53.9000015
1,0,0,1,0,3,0,0,0,0,1,1,26000,0,18,0.0452228,1.2611398,21,6,0,2,6,59.7999992
1,0,0,0,2,2,0,0,0,0,1,1,30000,0,15,0.0055,1.2,13,3,0,0,2,13.1000004
1,0,0,0,2,1,0,0,0,0,0,1,60000,0,13,0.0107185,2.2811735,14,1,0,0,1,6.4000001
1,0,0,1,1,0,0,0,0,0,1,1,12000,1,40,0.0770567,1.0967801,41,26,0,1,9,43.5999985
1,0,0,1,0,0,0,0,0,0,0,0,30000,0,0,0.0415999,1.7975723,1,0,0,0,2,58.7000008
1,0,0,0,0,1,0,0,0,0,0,1,20000,1,0,0.0981491,0.232587,8,4,0,0,6,35.0999985
1,0,0,0,0,0,0,0,0,0,0,1,30000,0,18,0.0131741,4.950562,16,5,0,0,6,15.6999998
1,1,0,0,5,0,0,0,0,1,0,0,30000,0,10,0.430184,0.5256556,7,3,0,0,1,11.6999998
1,0,0,0,0,0,0,0,0,0,0,0,30000,0,7,0.0955167,0.7076877,17,9,0,0,2,16.5
0,0,0,1,1,1,0,0,0,0,0,0,38000,0,15,0.0002727,1,13,4,0,0,6,46.7000008
1,0,0,0,9,1,0,0,0,0,0,1,36000,0,3,0.1299853,2.0386169,3,0,0,0,4,92.0999985
1,0,0,0,0,2,0,0,0,0,1,1,68000,0,18,0.0768424,1.2492713,19,6,1,0,4,25.3999996
1,0,0,0,4,0,0,0,0,0,0,0,60000,0,13,0.0403272,1.2740884,7,2,0,0,2,35.0999985
1,0,0,1,1,1,0,0,0,0,0,0,14000,0,4,0.128848,1.0692934,3,1,0,0,3,9
0,0,0,0,0,1,0,0,0,0,0,0,60000,1,0,0.0002,1,1,0,0,0,1,21
1,1,0,0,0,2,0,0,0,0,0,1,17000,0,5,0.0076471,20.666666,3,0,0,0,3,37.2000008
1,0,0,0,2,3,0,0,0,0,0,1,60000,0,4,0.0029324,38.0983315,2,0,0,0,5,80.0999985
1,0,0,1,0,0,0,0,0,0,0,0,11500,0,5,0.0102963,0.2752294,4,0,0,0,3,41.0999985
1,0,0,0,0,3,0,0,0,0,0,1,18000,0,0,0.0075,0.0465116,6,1,0,0,1,2.5
0,0,0,0,0,1,0,0,0,0,0,1,24000,1,4,0.0005,1,3,0,0,0,6,77.5
1,0,0,0,1,3,0,0,0,0,0,1,45000,0,19,0.0300261,24.5494537,18,6,0,0,1,2.9000001
1,0,0,0,0,1,0,0,0,0,0,1,36000,0,9,0.0187151,0.5856904,1,1,0,0,2,26.8999996
1,0,0,0,3,2,0,0,0,1,1,0,48000,0,19,0.0209627,1.136327,19,6,0,0,1,13.3999996
1,0,0,0,1,0,0,0,0,0,0,1,27595,0,8,0.0227813,4.3730764,9,4,0,0,2,15.8000002
1,0,0,0,1,0,1,0,0,0,2,1,37000,0,11,0.019076,1.6131507,13,5,0,6,4,51.0999985
1,0,0,0,1,0,0,0,0,0,1,0,45000,0,2,0.1412727,0.8336516,3,0,0,2,2,95.9000015
1,0,0,1,0,0,0,0,0,0,1,0,32400,0,20,0.0256312,2.1337736,21,13,0,0,3,46.4000015
1,0,0,0,0,0,0,0,0,0,0,1,60000,0,5,0.0434037,0.2599032,3,1,0,0,15,69.3000031
1,0,0,0,0,3,1,0,0,0,0,1,60000,0,4,0.1543867,1.1981964,8,4,0,0,9,76.5
0,0,0,0,9,1,0,0,0,0,0,0,12440,0,7,0.0005445,1,4,0,0,0,3,59.4000015
1,0,0,0,0,3,0,0,0,0,0,1,70000,0,19,0.0343991,0.3918728,20,4,0,0,3,18.6000004
1,0,0,0,0,0,0,0,0,0,0,1,21600,0,0,0.0009091,10,3,0,0,0,3,62
1,1,0,0,1,0,1,0,0,0,0,1,27600,0,5,0.0512103,2.0308163,5,2,0,0,11,78.3000031
1,0,0,0,0,2,0,0,0,0,0,1,70000,0,5,0.0069703,5.7766666,4,0,0,0,2,13.6000004
1,0,0,0,1,2,0,0,0,0,0,1,60000,1,21,0.0280582,0.4438165,17,9,0,0,6,30.7000008
1,0,0,0,3,0,0,0,0,0,0,0,25000,0,1,0.050824,0.4965842,1,0,0,0,0,0
1,0,0,0,2,0,0,0,0,0,0,0,15600,0,9,0.0032258,3,8,2,0,0,6,59.5
1,0,0,0,1,0,0,0,0,0,0,1,20000,0,19,0.0006,1,17,11,0,0,3,24.7999992
0,0,0,0,0,1,0,0,0,0,0,0,34000,0,0,0.0003529,1,7,7,0,0,4,45
0,0,0,1,0,3,0,0,0,0,0,0,34000,0,0,0.0003529,1,1,1,1,3,7,85.4000015
1,0,0,0,0,0,0,0,0,0,0,0,38000,0,2,0.1434192,0.1662594,2,0,0,0,3,29
1,0,0,1,1,0,0,0,0,0,0,0,18720,0,2,0.0312712,0.6615384,2,0,0,0,2,100
1,0,0,0,1,0,0,0,0,0,0,1,37000,0,3,0.0567495,2.838629,1,0,0,0,5,49.4000015
0,0,0,1,7,0,1,0,0,1,0,0,40000,0,39,0.0003,1,25,12,0,0,2,5.8000002
1,0,0,0,2,0,0,0,1,0,0,0,23400,0,6,0.0891615,3.2579184,5,2,0,0,6,45.5
1,0,0,0,0,0,0,0,0,0,0,0,35100,0,9,0.0428576,0.5524251,9,7,0,0,2,40.5999985
1,0,0,0,0,0,0,0,0,0,0,1,30000,0,2,0.0335294,0.2379008,2,0,0,0,2,19.1000004
1,0,0,0,0,3,0,0,0,0,0,1,21000,0,1,0.0757588,0.8027592,6,1,0,0,0,0
1,0,0,0,1,1,0,0,0,2,0,0,30000,1,15,0.0584017,1.5956297,3,1,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,24000,0,5,0.0678779,2.4152412,5,4,0,0,2,20.5
0,0,0,0,0,0,0,0,0,0,0,0,32000,0,3,0.000375,1,3,1,0,0,0,0
0,0,0,0,1,2,0,0,0,3,3,0,33000,0,2,0.0002105,1,8,3,0,0,0,0
1,0,0,0,3,0,0,0,0,0,0,0,16000,0,1,0.0615081,2.4530878,1,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,29380,0,0,0.028128,0.939906,2,2,0,0,7,80.3000031
1,1,0,1,0,5,0,0,0,0,0,0,27902,0,2,0.1246893,0.0376021,1,0,0,0,11,102.5
1,0,0,0,1,2,0,0,0,0,0,0,50000,0,1,0.0741674,0.7353159,1,0,0,0,2,100
0,0,0,0,1,2,0,0,1,2,0,0,12000,0,0,0.0003158,1,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,1,0,0,17000,0,9,0.0287008,3.6372485,13,7,0,0,5,61.7000008
1,0,0,1,2,0,0,1,0,0,0,0,20000,0,5,0.03265,0.3747368,2,2,0,0,4,19.8999996
1,0,0,1,1,3,1,0,0,0,0,1,80000,0,20,0.1822587,0.6819356,14,6,0,0,2,13.3999996
0,0,0,1,1,1,0,0,0,1,0,0,22000,0,3,0.0004848,1,3,1,0,0,2,25.2000008
1,0,0,0,0,2,0,0,0,0,0,1,94000,0,0,0.0753174,1.081336,3,2,0,0,11,57.5
1,0,0,1,4,0,0,0,0,1,0,0,56160,0,28,0.0258439,1.5694736,25,11,0,1,4,33.5
1,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0.048967,0.5578049,2,0,0,0,0,0
1,0,0,0,0,3,0,0,0,0,0,0,40000,0,3,0.00165,10,2,0,0,0,0,0
1,0,0,1,0,3,0,0,0,0,0,1,63000,0,13,0.0530317,0.0182871,9,4,0,0,1,36.5999985
1,0,0,1,1,2,0,0,1,0,0,0,15600,0,14,0.0766163,4.2354441,15,4,0,0,4,18.7000008
1,0,0,0,0,0,0,0,0,0,0,1,60000,0,0,0.1330381,0.5843679,18,4,0,0,2,9.3000002
0,0,0,0,0,0,0,0,0,5,2,0,31200,0,2,0.0003846,1,5,4,0,4,2,25.2000008
1,0,0,0,1,0,0,0,0,0,0,1,35000,0,20,0.0018857,10,21,14,0,0,10,39.9000015
0,0,0,0,0,1,0,0,1,0,0,0,25000,0,0,0.00048,1,4,0,0,0,1,28.3999996
1,0,0,1,0,0,1,0,0,0,0,0,16320,0,0,0.0905558,1.9616634,3,0,0,0,12,84.5
0,0,0,0,9,2,0,0,1,0,0,0,45000,0,3,0.0002667,1,3,1,0,0,3,39.5999985
1,0,0,0,0,0,0,0,0,0,0,0,19200,0,0,0.0045312,0.2985075,15,3,0,0,2,10.6000004
1,1,0,0,0,1,0,0,0,0,0,0,24000,0,1,0.3212444,0.092231,1,0,0,0,4,58
0,0,0,1,1,0,0,0,0,11,1,0,25000,0,16,0.00048,1,1,1,0,0,1,54.7000008
1,0,0,0,1,0,0,0,0,0,0,0,19000,0,14,0.0546305,0.5065022,14,9,0,0,3,38
1,0,0,0,0,0,1,0,0,0,0,0,24000,0,11,0.0803925,0.4933591,9,3,0,0,7,65.5
1,0,0,0,0,1,0,0,0,0,0,1,35000,1,7,0.0295291,2.5273719,4,1,0,0,4,14.6000004
1,1,0,0,1,0,0,0,1,0,0,0,18000,0,1,0.0329444,0.120983,1,0,0,0,3,107.5
1,0,0,0,0,0,0,0,0,0,0,1,30000,0,4,0.0486557,1.1592751,3,1,0,0,4,22
1,0,0,0,3,1,0,0,0,0,0,1,40000,0,34,0.0318396,2.7836323,2,0,0,0,0,0
1,1,0,1,2,0,0,0,0,0,0,0,15000,0,4,0.0023333,0.2068966,1,1,0,0,13,43.2999992
1,0,0,0,1,1,0,0,1,0,1,0,26500,0,6,0.0611769,1.7168913,6,1,0,0,2,69.5999985
1,0,0,0,1,0,0,0,1,0,0,0,15000,0,6,0.150656,0.8738309,13,9,0,0,6,43.5
1,0,0,0,2,0,0,0,0,0,0,0,32500,0,6,0.0536788,2.7118299,5,0,0,0,6,63.2000008
0,0,0,1,3,1,0,0,0,2,0,0,48000,0,8,0.00025,1,6,0,0,0,3,54.2000008
1,0,0,0,0,0,0,0,1,0,0,0,12600,0,1,0.4722193,0.6480432,1,0,0,0,2,44.2999992
1,0,0,0,0,0,0,0,0,0,0,1,45000,0,3,0.0336247,3.7284687,4,1,0,0,7,69.5
0,0,0,1,1,0,0,0,0,0,0,1,17160,1,1,0.0006993,1,14,5,0,0,2,16.3999996
0,0,0,0,5,0,0,0,0,3,0,0,29000,0,4,0.0003077,1,6,3,0,0,1,0
1,0,0,0,1,1,0,0,0,0,0,1,40000,0,25,0.0204344,1.3197193,23,12,0,0,5,56.2999992
1,0,0,1,0,2,1,0,0,0,0,1,40000,0,6,0.2537665,1.5030396,3,0,0,0,5,77.5
1,0,0,0,4,0,0,0,0,0,1,0,19500,0,7,0.1020128,2.8852539,7,0,0,0,4,66.0999985
1,0,0,0,0,1,0,0,0,0,0,1,45000,0,7,0.017262,0.5740426,4,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,1,12000,0,6,0.0485438,2.5354061,4,0,0,0,2,75
1,1,0,0,2,0,0,0,0,0,1,1,72000,0,4,0.0029722,0.0288462,4,0,0,0,1,6.0999999
1,0,0,0,0,1,0,0,0,0,0,0,28000,0,6,0.0183049,1.3253746,4,1,0,0,3,52.2000008
1,0,0,0,0,0,0,0,0,0,0,1,36000,0,2,0.0181776,1.0287501,2,1,0,0,7,65.5999985
1,0,0,0,0,2,0,0,0,0,0,1,43000,0,8,0.0861531,2.8398867,11,4,0,0,4,26
1,0,0,0,1,1,0,0,0,0,0,1,70000,0,20,0.0656923,0.4409366,17,5,0,0,2,6.8000002
0,0,0,1,0,0,0,0,0,1,0,0,25000,0,5,0.00048,1,2,0,0,0,0,0
0,0,0,0,5,0,0,0,1,0,0,0,21600,0,2,0.0005556,1,2,0,0,0,4,107.5999985
1,1,0,0,2,0,1,0,0,0,0,0,18000,0,8,0.045083,0.5522605,5,1,0,0,3,31.2000008
0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0,0.0004167,1,3,0,0,0,2,70.4000015
1,0,0,0,2,2,0,0,0,0,0,0,18000,0,2,0.0316794,1.5456696,0,0,0,0,3,100
1,0,0,1,0,0,0,0,0,0,0,0,27000,0,0,0.0517115,1.3664576,3,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,1,19000,0,3,0.0006316,1,1,0,0,0,2,49.5
1,0,0,0,0,1,0,0,0,0,0,1,55000,0,0,0.1003813,0.3744591,12,5,0,0,1,2.0999999
1,0,0,0,0,2,0,0,0,0,0,1,33800,0,8,0.0282229,0.6162489,6,4,0,0,6,39
1,0,0,1,1,1,1,0,0,2,0,1,35000,0,14,0.1346489,1.3181063,14,6,0,0,11,75
0,0,0,1,0,0,0,0,1,0,0,0,14000,0,0,0.0004615,1,6,3,2,6,1,29.2000008
0,0,0,0,0,0,1,0,0,0,0,1,30148,0,0,0.000398,1,2,1,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,20154,0,15,0.1648993,2.7722816,12,7,0,0,7,85.0999985
0,0,0,0,2,0,0,0,0,1,0,1,35000,1,4,0.0003429,1,2,0,0,0,1,8.3000002
1,0,0,1,0,0,1,0,0,0,0,0,14200,0,5,0.0669791,1.202601,5,3,0,1,3,46
0,0,0,1,2,3,0,0,0,1,0,0,23000,0,2,0.0003636,1,1,0,0,0,9,85.9000015
1,0,0,0,1,1,0,0,0,0,0,0,23300,0,2,0.0251939,1.2105497,2,2,0,0,9,93.5
1,0,0,0,4,0,0,0,0,0,0,1,46000,0,13,0.009251,9.1237736,11,2,0,0,9,80.0999985
0,0,0,1,2,0,0,0,0,0,0,1,30000,0,17,0.0004,1,15,7,0,0,2,16.5
1,1,0,0,2,0,0,0,0,0,0,0,35000,0,4,0.0387589,2.2846491,2,0,0,0,1,25.7999992
1,0,0,1,0,0,1,0,0,0,0,0,25000,0,9,0.0186052,2.9086554,8,2,0,0,2,29.3999996
1,1,0,0,3,3,0,0,0,1,0,0,18000,0,10,0.2015576,0.3850852,9,4,0,0,7,81.3000031
1,0,0,0,0,2,0,0,0,1,0,1,60000,1,12,0.1382933,1.3768548,12,1,0,1,0,0
1,0,0,0,2,2,0,0,0,1,0,1,45000,0,7,0.3526867,2.7378476,9,2,0,0,11,62.5999985
1,0,0,1,0,2,0,0,0,0,0,1,39520,0,10,0.2872828,0.6705433,11,6,0,1,14,58.2000008
0,0,0,1,0,0,0,0,0,0,1,0,21600,0,3,0.0005556,1,3,0,0,0,3,49.2000008
0,0,0,0,0,3,0,0,0,0,0,0,56160,0,18,0.0002137,1,18,6,1,0,7,51.4000015
0,0,0,0,0,5,0,0,0,2,1,1,40000,0,5,0.0003,1,6,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,40000,0,8,0.0723023,6.7122402,3,0,0,0,1,7.5999999
1,0,0,0,0,0,0,0,0,0,0,0,14600,0,0,0.2473718,0.1771448,1,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,22500,0,0,0.0005333,1,4,0,0,0,4,58.5999985
1,0,0,1,1,1,0,0,0,0,0,0,14000,0,1,0.0275577,0.0399129,1,0,0,0,1,48
0,0,0,0,0,0,0,0,0,0,0,0,20800,0,0,0.0005769,1,0,0,0,0,1,10.8000002
1,0,0,0,0,3,0,0,0,0,0,1,36000,1,5,0.0028056,1.4634147,0,0,0,0,0,0
0,0,0,0,4,0,0,0,0,1,0,0,16900,0,2,0.0007101,1,2,1,0,0,4,72.1999969
1,0,0,1,0,2,0,0,1,0,0,0,28680,0,5,0.0308323,5.841115,8,4,0,0,6,88.0999985
0,0,0,0,2,0,0,0,0,0,0,0,11000,0,5,0.0006857,1,5,1,0,0,6,56.0999985
1,0,0,1,0,1,1,0,0,1,0,1,50000,0,23,0.012109,0.7018018,19,8,0,0,8,54
1,0,0,1,2,0,0,0,1,0,0,0,19200,0,6,0.2157969,0.561153,2,2,0,0,2,54.4000015
1,0,0,1,2,0,0,0,0,0,0,1,50000,0,13,0.0165565,170.0833282,11,4,0,0,4,28.8999996
0,0,0,1,1,3,0,0,0,1,0,0,20700,0,1,0.0005797,1,2,1,0,0,2,81.4000015
1,0,0,0,0,0,0,0,0,0,0,0,14400,0,0,0.163483,5.3172598,1,0,0,0,1,100
1,0,0,0,1,0,0,0,0,0,0,0,55000,0,2,0.0179104,2.3620136,2,0,0,0,9,42
0,0,0,0,0,1,0,0,0,6,0,0,38000,0,4,0.0003158,1,8,1,0,0,5,2.4000001
0,0,0,0,3,2,0,0,0,3,1,0,35000,0,1,0.0001935,1,2,1,0,2,2,64.5999985
1,0,0,1,1,0,0,0,0,0,0,0,16000,0,5,0.0437875,0.2926199,6,0,0,0,5,84.3000031
1,0,0,0,7,2,0,0,0,0,0,0,30000,0,2,0.0912327,5.4704018,1,0,0,0,5,92.8000031
0,0,0,0,4,3,0,0,0,0,0,1,12800,0,2,0.0005667,1,2,0,0,0,6,76.1999969
0,0,0,0,4,0,0,0,0,3,0,0,12000,0,7,0.0005825,1,9,3,0,0,5,44.9000015
1,0,0,1,0,3,0,0,0,2,2,1,30000,0,13,0.0896023,0.4796706,13,2,1,3,9,85.0999985
1,0,0,1,1,3,0,0,0,2,0,1,21200,0,12,0.0190603,24.2685719,12,3,0,0,4,37
1,0,0,0,4,2,0,0,0,0,0,1,38000,1,30,0.0081234,2.1266892,18,10,0,0,8,64.0999985
1,0,0,0,0,2,1,0,0,0,0,0,21600,0,0,0.0257269,4.0518184,1,0,0,0,4,51.4000015
1,0,0,0,1,3,0,0,0,0,0,1,51012,0,11,0.0190964,0.6982296,10,5,0,0,5,48.2000008
0,0,0,1,0,3,0,0,0,9,1,1,29364,0,5,0.0001864,1,7,4,0,0,1,12.8000002
0,0,0,0,2,3,0,0,0,7,2,1,39000,0,14,0.0001053,1,15,6,0,0,4,28.5
1,1,0,1,2,0,0,0,0,0,0,1,22000,0,5,0.0005455,1,6,3,0,0,2,20.5
1,0,0,1,1,3,0,0,0,0,0,1,40000,0,14,0.0495018,1.8655138,9,6,0,0,2,27.1000004
0,0,0,1,0,0,0,0,0,0,0,0,21000,0,0,0.0005714,1,7,4,0,0,5,32.5
1,0,0,1,1,3,0,0,0,0,1,1,34000,0,2,0.3124365,0.9621056,2,0,0,0,0,0
